quad;year;indicator_id;indicator_name;scope;facility_id;facility_name;cnes;numerator;denominator;percent
1;2021;2;gestantes_exames_sifilis_hiv;unidade;266;ESF Terra Prometida;2621401;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;267;Secretaria Municipal de Saude de Tucurui;6388728;0;1;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;268;ESF do Bairro do Getat;2621525;0;4;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;269;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 01;6788378;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;270;e S F Dr Liler das Merces Leao Creao;2621495;0;1;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;271;Hospital Regional de Tucurui;2621614;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;272;UBS Fluvial Enf Adalberto Patricio de Gouveia;0300519;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;273;Upa 24hs Tucurui Erostacio Correa Filocreao Ioio;7084307;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;274;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 02;6788386;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;275;UNACON TUCURUI;9031464;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;276;Hospital Municipal de Tucurui;2621649;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;277;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 03;9424024;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;278;e S F Mercedes Barroso;2621452;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;279;ESF do Bairro da Cohab;2621509;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;280;Centro de Reabilitacao de Tucurui;3852075;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;281;Cemapa Centro Municipal de Atencao A Pessoa Com Autismo;7843623;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;282;Laboratorio Municipal de Tucurui;6489605;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;283;Centro de Testagem e Aconselhamento;2621517;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;284;Centro de Atencao Psico Social Machado de Assis Caps;2621533;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;285;Hemopa Tucurui;2752883;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;286;Centro de Especialidades Odontologicas de Tucurui;3946193;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;287;NUCLEO DE TELESSAUDE DO SUDESTE DO PARA POLO TUCURUI;7149123;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;288;Central Regional de Regulacao de Urgencias Lago de Tucurui;6489575;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;289;Unidade de Endemias;2621444;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;290;Departamento de Saude Publica e Vigilancia Sanitaria;2621436;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;291;Polo Base de Saude Indigena de Tucurui;7503490;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;292;Base Descentralizada Samu 192 de Tucurui 01;7501218;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;293;Laboratorio de Protese Dentaria de Tucurui;6689922;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;294;CNES NÃO ENCONTRADO;6359035;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;295;Centro de Referencia em Saude do Trabalhador Regional de Tuc;9223576;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;296;Udme Tuc;6862802;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;297;Devepi;2786079;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;298;CNES NÃO ENCONTRADO;1508100;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;unidade;299;Centro de Reabilitacao de Tucurui III;4346750;0;0;0.00
1;2021;2;gestantes_exames_sifilis_hiv;municipio;;Geral;;0;548;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;241;Unidade de Saude da Familia Jose Serrao Furtado P S F do P;2495031;0;21;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;242;Unidade de Saude da Familia do Jardim Colorado II;7364008;0;31;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;243;Unidade de Saude da Familia Santa Isabel Humberto Cunha;7364016;0;16;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;244;Estrategia de Saude da Familia Cristo Vive;2935627;0;12;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;245;Unidade de Saude da Familia da Cohab;7363990;1;12;8.33
1;2021;3;gestantes_atendimento_odontologico;unidade;246;P S F Santa Monica;6329071;1;35;2.86
1;2021;3;gestantes_atendimento_odontologico;unidade;247;P S F da Jaqueira;3896897;0;16;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;248;Psf das Ilhas;6221734;0;37;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;249;Unidade de Saude da Familia do Jardim Paraiso;7672454;0;19;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;250;Unidade de Saude da Familia do Beira Rio;7672462;0;21;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;251;Unidade de Saude da Familia Sao Vicente;9506160;0;8;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;252;Unidade de Saude da Familia da Cohab II;7672446;2;12;16.67
1;2021;3;gestantes_atendimento_odontologico;unidade;253;P S F do Paravoa Jonas Pereira Campos;2621363;0;31;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;254;P S F do Getat;2621568;2;27;7.41
1;2021;3;gestantes_atendimento_odontologico;unidade;255;P S F do Jardim Colorado;2621576;0;4;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;256;P S F do Jardim Mariluce;2621541;1;22;4.55
1;2021;3;gestantes_atendimento_odontologico;unidade;257;Unidade de Saude da Familia da Pioneira;7364032;0;7;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;258;Unidade de Saude da Familia do Mangal;7672470;0;35;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;259;P S F do Getat II;6584349;0;24;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;260;Unidade Basica de Saude Nova Matinha Dr Ruy Saint Clair;7364040;2;46;4.35
1;2021;3;gestantes_atendimento_odontologico;unidade;261;P S F do Sao Francisco;2621428;0;30;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;262;Psf da Matinha;2495023;0;7;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;263;P S F Nova Conquista;6611524;0;39;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;264;Unidade de Saude da Familia da Terra Prometida II;7672667;0;20;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;265;Unidade de Saude da Familia da Terra Prometida;7672489;0;10;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;266;ESF Terra Prometida;2621401;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;267;Secretaria Municipal de Saude de Tucurui;6388728;0;1;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;268;ESF do Bairro do Getat;2621525;0;4;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;269;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 01;6788378;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;270;e S F Dr Liler das Merces Leao Creao;2621495;1;1;100.00
1;2021;3;gestantes_atendimento_odontologico;unidade;271;Hospital Regional de Tucurui;2621614;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;272;UBS Fluvial Enf Adalberto Patricio de Gouveia;0300519;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;273;Upa 24hs Tucurui Erostacio Correa Filocreao Ioio;7084307;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;274;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 02;6788386;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;275;UNACON TUCURUI;9031464;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;276;Hospital Municipal de Tucurui;2621649;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;277;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 03;9424024;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;278;e S F Mercedes Barroso;2621452;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;279;ESF do Bairro da Cohab;2621509;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;280;Centro de Reabilitacao de Tucurui;3852075;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;281;Cemapa Centro Municipal de Atencao A Pessoa Com Autismo;7843623;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;282;Laboratorio Municipal de Tucurui;6489605;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;283;Centro de Testagem e Aconselhamento;2621517;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;284;Centro de Atencao Psico Social Machado de Assis Caps;2621533;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;285;Hemopa Tucurui;2752883;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;286;Centro de Especialidades Odontologicas de Tucurui;3946193;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;287;NUCLEO DE TELESSAUDE DO SUDESTE DO PARA POLO TUCURUI;7149123;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;288;Central Regional de Regulacao de Urgencias Lago de Tucurui;6489575;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;289;Unidade de Endemias;2621444;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;290;Departamento de Saude Publica e Vigilancia Sanitaria;2621436;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;291;Polo Base de Saude Indigena de Tucurui;7503490;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;292;Base Descentralizada Samu 192 de Tucurui 01;7501218;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;293;Laboratorio de Protese Dentaria de Tucurui;6689922;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;294;CNES NÃO ENCONTRADO;6359035;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;295;Centro de Referencia em Saude do Trabalhador Regional de Tuc;9223576;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;296;Udme Tuc;6862802;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;297;Devepi;2786079;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;298;CNES NÃO ENCONTRADO;1508100;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;unidade;299;Centro de Reabilitacao de Tucurui III;4346750;0;0;0.00
1;2021;3;gestantes_atendimento_odontologico;municipio;;Geral;;10;548;1.82
1;2021;4;citopatologico_mulheres_25a64;unidade;241;Unidade de Saude da Familia Jose Serrao Furtado P S F do P;2495031;0;945;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;242;Unidade de Saude da Familia do Jardim Colorado II;7364008;0;1023;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;243;Unidade de Saude da Familia Santa Isabel Humberto Cunha;7364016;0;835;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;244;Estrategia de Saude da Familia Cristo Vive;2935627;0;429;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;245;Unidade de Saude da Familia da Cohab;7363990;0;698;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;246;P S F Santa Monica;6329071;0;1724;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;247;P S F da Jaqueira;3896897;0;759;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;248;Psf das Ilhas;6221734;0;1753;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;249;Unidade de Saude da Familia do Jardim Paraiso;7672454;0;732;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;250;Unidade de Saude da Familia do Beira Rio;7672462;0;1015;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;251;Unidade de Saude da Familia Sao Vicente;9506160;0;176;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;252;Unidade de Saude da Familia da Cohab II;7672446;0;544;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;253;P S F do Paravoa Jonas Pereira Campos;2621363;0;936;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;254;P S F do Getat;2621568;0;698;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;255;P S F do Jardim Colorado;2621576;0;427;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;256;P S F do Jardim Mariluce;2621541;0;1204;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;257;Unidade de Saude da Familia da Pioneira;7364032;0;463;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;258;Unidade de Saude da Familia do Mangal;7672470;0;783;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;259;P S F do Getat II;6584349;0;1145;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;260;Unidade Basica de Saude Nova Matinha Dr Ruy Saint Clair;7364040;0;1094;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;261;P S F do Sao Francisco;2621428;0;991;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;262;Psf da Matinha;2495023;0;799;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;263;P S F Nova Conquista;6611524;0;1143;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;264;Unidade de Saude da Familia da Terra Prometida II;7672667;0;583;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;265;Unidade de Saude da Familia da Terra Prometida;7672489;0;424;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;266;ESF Terra Prometida;2621401;0;52;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;267;Secretaria Municipal de Saude de Tucurui;6388728;0;34;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;268;ESF do Bairro do Getat;2621525;0;314;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;269;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 01;6788378;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;270;e S F Dr Liler das Merces Leao Creao;2621495;0;14;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;271;Hospital Regional de Tucurui;2621614;0;4;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;272;UBS Fluvial Enf Adalberto Patricio de Gouveia;0300519;0;7;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;273;Upa 24hs Tucurui Erostacio Correa Filocreao Ioio;7084307;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;274;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 02;6788386;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;275;UNACON TUCURUI;9031464;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;276;Hospital Municipal de Tucurui;2621649;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;277;Nucleo de Apoio A Saude da Familia de Tucurui Unidade 03;9424024;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;278;e S F Mercedes Barroso;2621452;0;2;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;279;ESF do Bairro da Cohab;2621509;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;280;Centro de Reabilitacao de Tucurui;3852075;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;281;Cemapa Centro Municipal de Atencao A Pessoa Com Autismo;7843623;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;282;Laboratorio Municipal de Tucurui;6489605;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;283;Centro de Testagem e Aconselhamento;2621517;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;284;Centro de Atencao Psico Social Machado de Assis Caps;2621533;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;285;Hemopa Tucurui;2752883;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;286;Centro de Especialidades Odontologicas de Tucurui;3946193;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;287;NUCLEO DE TELESSAUDE DO SUDESTE DO PARA POLO TUCURUI;7149123;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;288;Central Regional de Regulacao de Urgencias Lago de Tucurui;6489575;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;289;Unidade de Endemias;2621444;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;290;Departamento de Saude Publica e Vigilancia Sanitaria;2621436;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;291;Polo Base de Saude Indigena de Tucurui;7503490;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;292;Base Descentralizada Samu 192 de Tucurui 01;7501218;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;293;Laboratorio de Protese Dentaria de Tucurui;6689922;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;294;CNES NÃO ENCONTRADO;6359035;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;295;Centro de Referencia em Saude do Trabalhador Regional de Tuc;9223576;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;296;Udme Tuc;6862802;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;297;Devepi;2786079;0;0;0.00
1;2021;4;citopatologico_mulheres_25a64;unidade;298;CNES NÃO ENCONTRADO;1508100;0;0;0.00
